Pfolio ,SecurityShortName    ,Security ,SectorLevel4         ,MaturityDate ,Duration ,YieldtoMaturity ,Units             ,UnitCost      ,TotalCost         ,MarketPrice      ,CleanMarketValue  ,All-InMarketValue ,Appreciation      ,AccruedInterest   ,%Sector ,%Pfolio ,ValuationDate ,TYPE
ARCPEN,SAPPI J+150BPS160418,SSA05   ,Fixed Interest      ,16/04/2018,000.66,008.41,00000006023.00,00000099.86,00000006014.41,0000100.280378,00000006039.89,00000006073.45,00000000059.04,00000000033.56,000.01,000.01,08/08/2017,FI02
ARCPEN,TRNSNET 9.25% 141117,TN17    ,Fixed Interest      ,14/11/2017,000.26,007.64,00000147748.00,00000103.04,00000152244.81,0000007.640000,00000148254.08,00000151511.61,-0000000733.20,00000003257.53,000.13,000.13,08/08/2017,FI00
ARCPEN,AA05 9.27% 220319   ,AA05    ,Fixed Interest      ,22/03/2019,001.43,008.60,00000075789.00,00000101.32,00000076789.08,0000008.600000,00000076507.36,00000079202.13,00000002413.05,00000002694.77,000.07,000.07,08/08/2017,FI00
ARCPEN,AB013 8.295% 211118 ,AB013   ,Fixed Interest      ,21/11/2018,001.17,009.08,00000067236.00,00000096.58,00000064938.58,0000009.080000,00000066584.03,00000067806.43,00000002867.85,00000001222.40,000.06,000.06,08/08/2017,FI00
ARCPEN,ABSA 9.26% 14052020 ,ABS12   ,Fixed Interest      ,14/05/2020,002.35,008.91,00000086797.00,00000096.27,00000083561.55,0000008.910000,00000087490.34,00000089406.11,00000005844.56,00000001915.77,000.08,000.08,08/08/2017,FI00
ARCPEN,ABSA 8.20%010620    ,ABS6    ,Fixed Interest      ,01/06/2020,002.43,008.58,00000002134.00,00000093.94,00000002004.68,0000008.580000,00000002113.58,00000002146.66,00000000141.98,00000000033.08,000.00,000.00,08/08/2017,FI00
ARCPEN,AIRPORT 8.58% 150319,AIR01   ,Fixed Interest      ,15/03/2019,001.42,008.43,00000159816.00,00000100.19,00000160125.59,0000008.430000,00000160100.60,00000165623.06,00000005497.47,00000005522.46,000.14,000.14,08/08/2017,FI00
ARCPEN,BARLOW 9.80 01102018,BAW11   ,Fixed Interest      ,01/10/2018,001.03,008.58,00000190984.00,00000102.95,00000196610.43,0000008.580000,00000193420.71,00000200086.83,00000003476.40,00000006666.12,000.17,000.17,08/08/2017,FI00
ARCPEN,DEV BNK 9.45%150620 ,DV22    ,Fixed Interest      ,07/02/2020,002.19,008.54,00000380364.00,00000098.31,00000373923.20,0000008.540000,00000388000.19,00000388197.14,00000014273.94,00000000196.95,000.34,000.34,08/08/2017,FI00
ARCPEN,ESK 13.5% 010820    ,E170    ,Fixed Interest      ,01/08/2020,002.47,008.22,00000000578.00,00000127.14,00000000734.85,0000008.220000,00000000657.22,00000000658.93,-0000000075.92,00000000001.71,000.00,000.00,08/08/2017,FI00
ARCPEN,FRSTRND 8.5%211218  ,FRB05   ,Fixed Interest      ,21/12/2018,001.25,008.88,00000125313.00,00000095.65,00000119856.07,0000008.880000,00000124685.55,00000126115.50,00000006259.43,00000001429.95,000.11,000.11,08/08/2017,FI00
ARCPEN,FRSTRND 12% 211218  ,FRBC21  ,Fixed Interest      ,21/12/2018,001.23,009.89,00000280660.00,00000102.89,00000288773.14,0000009.890000,00000287981.30,00000292502.62,00000003729.48,00000004521.32,000.25,000.25,08/08/2017,FI00
ARCPEN,FRSTRND 9.00% 151119,FRX19   ,Fixed Interest      ,15/11/2019,001.99,007.90,00000152169.00,00000101.06,00000153784.62,0000007.900000,00000155525.93,00000158752.75,00000004968.13,00000003226.82,000.14,000.14,08/08/2017,FI00
ARCPEN,IBL45 INV 8% 211218 ,IBL45   ,Fixed Interest      ,21/12/2018,001.26,008.51,00000080463.00,00000095.41,00000076766.32,0000099.334940,00000079927.87,00000080792.02,00000004025.70,00000000864.15,000.07,000.07,08/08/2017,FI00
ARCPEN,IBL46 7.25% 150120  ,IBL46   ,Fixed Interest      ,15/01/2020,002.17,008.96,00000158688.00,00000091.38,00000145004.34,0000096.319510,00000152847.50,00000153635.51,00000008631.17,00000000788.01,000.13,000.13,08/08/2017,FI00
ARCPEN,INV 9.750% 20052019 ,IBL87   ,Fixed Interest      ,20/05/2019,001.58,008.38,00000074068.00,00000101.34,00000075063.25,0000008.380000,00000075685.34,00000077287.95,00000002224.70,00000001602.61,000.07,000.07,08/08/2017,FI00
ARCPEN,NBK3A 11.39% 090919 ,NBK3A   ,Fixed Interest      ,09/09/2019,001.77,008.15,00000265438.00,00000110.99,00000294611.51,0000008.150000,00000281495.75,00000294168.93,-0000000442.58,00000012673.18,000.26,000.25,08/08/2017,FI00
ARCPEN,NAM PWR9.35%240720  ,NMP20N  ,Fixed Interest      ,24/07/2020,002.54,008.38,00000023709.00,00000098.25,00000023294.74,0000008.380000,00000024298.45,00000024395.62,00000001100.88,00000000097.17,000.02,000.02,08/08/2017,FI00
ARCPEN,SA NAT 12.25% 301118,NRA018  ,Fixed Interest      ,30/11/2018,001.18,008.26,00000117361.00,00000112.45,00000131977.34,0000008.260000,00000123028.89,00000125786.08,-0000006191.26,00000002757.19,000.11,000.11,08/08/2017,FI00
ARCPEN,OM 9.76 19/03/2020  ,OML05   ,Fixed Interest      ,19/03/2020,002.18,009.71,00000110652.00,00000096.70,00000107004.03,0000009.710000,00000110720.19,00000114951.28,00000007947.25,00000004231.09,000.10,000.10,08/08/2017,FI00
ARCPEN,STD 8.87% 240519    ,SBS25   ,Fixed Interest      ,24/05/2019,001.61,007.95,00000088950.00,00000100.22,00000089141.49,0000007.950000,00000090261.15,00000091925.59,00000002784.10,00000001664.44,000.08,000.08,08/08/2017,FI00
ARCPEN,SANLAM 8.7% 150818  ,SLI3    ,Fixed Interest      ,15/08/2018,000.96,008.33,00000052857.00,00000096.64,00000051082.42,0000008.330000,00000053045.55,00000052969.96,00000001887.54,-0000000075.59,000.05,000.05,08/08/2017,FI00
ARCPEN,AA07 9.49% 150421   ,AA07    ,Fixed Interest      ,15/04/2021,002.96,009.58,00000182434.00,00000100.00,00000182434.00,0000009.580000,00000181871.76,00000187373.97,00000004939.97,00000005502.21,000.16,000.16,08/08/2017,FI00
ARCPEN,ABL 3J+725B 050421  ,ABKS1A  ,Fixed Interest      ,05/04/2021,002.65,019.99,00000111242.21,00000109.38,00000121677.82,0000086.258648,00000095956.03,00000097557.92,-0000024119.90,00000001601.89,000.08,000.08,08/08/2017,FI02
ARCPEN,ABL SENIOR TRAN STUB,ABL SENT,Fixed Interest      ,04/04/2021,003.49,019.28,00000113673.98,00000000.00,00000000000.00,0000050.250000,00000057121.17,00000057121.17,00000057121.17,00000000000.00,000.05,000.05,08/08/2017,FI02
ARCPEN,ABIL SUB STUB       ,ABL SUB ,Fixed Interest      ,04/04/2021,003.32,040.00,00000272991.00,00000075.09,00000204977.27,0000000.000001,00000000000.00,00000000000.00,-0000204977.27,00000000000.00,000.00,000.00,08/08/2017,FI02
ARCPEN,ABSA 9.675% 140522  ,ABS13A  ,Fixed Interest      ,14/05/2022,003.68,009.36,00000200005.00,00000094.81,00000189620.97,0000009.360000,00000202291.37,00000206903.69,00000017282.72,00000004612.32,000.18,000.18,08/08/2017,FI00
ARCPEN,AIR02 11.68% 300423 ,AIR02   ,Fixed Interest      ,30/04/2023,004.05,010.10,00000045762.00,00000111.41,00000050984.64,0000010.100000,00000048828.74,00000050307.77,-0000000676.87,00000001479.03,000.04,000.04,08/08/2017,FI00
ARCPEN,AIRPORT 9.25%290524 ,AIR04   ,Fixed Interest      ,29/05/2024,004.89,009.25,00000071371.00,00000098.21,00000070091.41,0000009.250000,00000071342.88,00000072645.16,00000002553.75,00000001302.28,000.06,000.06,08/08/2017,FI00
ARCPEN,BAW18 J+170BPS051220,BAW18   ,Fixed Interest      ,05/12/2020,002.80,009.05,00000032363.00,00000100.38,00000032486.71,0000099.919387,00000032336.91,00000032857.05,00000000370.34,00000000520.14,000.03,000.03,08/08/2017,FI02
ARCPEN,BARLOW 9.295% 240322,BAW21A  ,Fixed Interest      ,24/03/2022,003.57,009.33,00000026821.00,00000092.52,00000024815.28,0000009.330000,00000026773.31,00000027715.87,00000002900.59,00000000942.56,000.02,000.02,08/08/2017,FI00
ARCPEN,CCT01 12.57% 230623 ,CCT01   ,Fixed Interest      ,23/06/2023,004.13,010.39,00000001295.00,00000113.52,00000001470.10,0000010.385000,00000001416.70,00000001437.66,-0000000032.44,00000000020.96,000.00,000.00,08/08/2017,FI00
ARCPEN,CCT02 11.615% 120624,CCT02   ,Fixed Interest      ,12/06/2024,004.64,010.39,00000080375.00,00000109.40,00000087932.94,0000010.385000,00000085104.58,00000086588.04,-0000001344.90,00000001483.46,000.08,000.07,08/08/2017,FI00
ARCPEN,STD CLN 10.55% 20324,CLN362  ,Fixed Interest      ,20/03/2024,004.54,009.97,00000026821.00,00000096.40,00000025855.56,0000009.970000,00000027546.57,00000028647.41,00000002791.85,00000001100.84,000.02,000.02,08/08/2017,FI00
ARCPEN,CTY JHB 10.78%230321,COJ07   ,Fixed Interest      ,23/03/2021,002.86,009.49,00000308439.00,00000104.22,00000321462.21,0000009.490000,00000320231.96,00000332894.18,00000011431.97,00000012662.22,000.29,000.29,08/08/2017,FI00
ARCPEN,CTY JHB 10.18%090624,COJG01  ,Fixed Interest      ,09/06/2024,004.79,009.86,00000761030.00,00000099.85,00000759900.07,0000009.860000,00000772697.27,00000785644.83,00000025744.76,00000012947.56,000.68,000.68,08/08/2017,FI00
ARCPEN,CTY TSHW 9.11%030423,COT01   ,Fixed Interest      ,03/04/2023,004.17,010.04,00000414127.00,00000092.64,00000383631.24,0000010.035000,00000397766.53,00000410996.81,00000027365.57,00000013230.28,000.36,000.36,08/08/2017,FI00
ARCPEN,DV2021 9.03% 180621 ,DV2021  ,Fixed Interest      ,18/06/2021,003.16,009.05,00000202434.00,00000099.46,00000201337.38,0000009.050000,00000202257.01,00000204861.26,00000003523.88,00000002604.25,000.18,000.18,08/08/2017,FI00
ARCPEN,DEV BNK 10.0%270223 ,DV23    ,Fixed Interest      ,27/02/2023,004.03,009.45,00000044929.00,00000099.35,00000044636.60,0000009.450000,00000045989.51,00000047995.93,00000003359.33,00000002006.42,000.04,000.04,08/08/2017,FI00
ARCPEN,DV24 9.69% 180224   ,DV24    ,Fixed Interest      ,18/02/2024,004.77,009.57,00000149868.00,00000097.60,00000146269.55,0000009.570000,00000150732.87,00000150374.79,00000004105.24,-0000000358.08,000.13,000.13,08/08/2017,FI00
ARCPEN,FRSTRD JBR+170271020,FRS49   ,Fixed Interest      ,27/10/2020,002.77,008.78,00000016787.00,00000099.91,00000016771.66,0000100.012308,00000016789.07,00000016841.58,00000000069.92,00000000052.51,000.01,000.01,08/08/2017,FI02
ARCPEN,LGL04 9.165% 140820 ,LGL04   ,Fixed Interest      ,14/08/2020,002.59,009.23,00000278202.00,00000098.32,00000273536.69,0000009.230000,00000277741.44,00000277392.16,00000003855.47,-0000000349.28,000.24,000.24,08/08/2017,FI00
ARCPEN,MMIG02 10.065% 17321,MMIG02A ,Fixed Interest      ,17/03/2021,002.88,009.18,00000313576.00,00000100.21,00000314220.18,0000009.180000,00000321778.08,00000334316.17,00000020095.99,00000012538.09,000.29,000.29,08/08/2017,FI00
ARCPEN,MMIG05 10.86% 120822,MMIG05  ,Fixed Interest      ,12/08/2022,003.82,010.15,00000255778.00,00000094.16,00000240844.45,0000102.737940,00000262781.05,00000262552.74,00000021708.29,-0000000228.31,000.23,000.23,08/08/2017,FI00
ARCPEN,NED 8.92% 281120    ,NBK11A  ,Fixed Interest      ,28/11/2020,002.77,008.50,00000000803.00,00000099.67,00000000800.36,0000008.495000,00000000812.36,00000000826.69,00000000026.33,00000000014.33,000.00,000.00,08/08/2017,FI00
ARCPEN,NEDBANK 10.49%200324,NCLN85  ,Fixed Interest      ,20/03/2024,004.52,010.34,00000032185.00,00000096.47,00000031049.04,0000010.340000,00000032394.00,00000033707.48,00000002658.44,00000001313.48,000.03,000.03,08/08/2017,FI00
ARCPEN,SA ROAD12.25% 311022,NRA022  ,Fixed Interest      ,31/10/2022,003.80,009.18,00000490639.00,00000119.17,00000584681.07,0000009.180000,00000551791.85,00000568423.19,-0000016257.88,00000016631.34,000.49,000.49,08/08/2017,FI00
ARCPEN,OM 10.32% 19/03/2022,OML06   ,Fixed Interest      ,19/03/2022,003.46,010.48,00000176788.00,00000093.13,00000164643.93,0000010.480000,00000175674.53,00000182822.39,00000018178.46,00000007147.86,000.16,000.16,08/08/2017,FI00
ARCPEN,OM 10.90% 14092022  ,OML09   ,Fixed Interest      ,14/09/2022,003.70,010.47,00000207526.00,00000097.75,00000202848.78,0000010.470000,00000210863.66,00000220035.75,00000017186.97,00000009172.09,000.19,000.19,08/08/2017,FI00
ARCPEN,RWB 9.97% 210421    ,RW21    ,Fixed Interest      ,21/04/2021,002.97,009.15,00000006242.00,00000102.64,00000006406.60,0000009.150000,00000006397.54,00000006585.09,00000000178.49,00000000187.55,000.01,000.01,08/08/2017,FI00
ARCPEN,RWB 9.51% 101223    ,RW23    ,Fixed Interest      ,10/12/2023,004.61,009.58,00000416146.00,00000099.55,00000414272.24,0000009.580000,00000414667.14,00000421172.71,00000006900.47,00000006505.57,000.37,000.36,08/08/2017,FI00
ARCPEN,SBS19 10.18% 230621 ,SBS19   ,Fixed Interest      ,23/06/2021,003.15,008.36,00000026824.00,00000097.98,00000026282.47,0000008.360000,00000028405.58,00000028757.20,00000002474.73,00000000351.62,000.03,000.02,08/08/2017,FI00
ARCPEN,STD 10.13% 200224   ,SBS27   ,Fixed Interest      ,20/02/2024,004.55,009.15,00000309294.00,00000099.29,00000307111.25,0000009.150000,00000324054.96,00000338647.70,00000031536.45,00000014592.74,000.29,000.29,08/08/2017,FI00
ARCPEN,STD 8.60% 161121    ,SBS4    ,Fixed Interest      ,16/11/2021,003.44,008.80,00000248537.00,00000089.82,00000223233.62,0000008.800000,00000246701.23,00000251678.78,00000028445.16,00000004977.55,000.22,000.22,08/08/2017,FI00
ARCPEN,TRNSNET 10.5% 170920,TN20    ,Fixed Interest      ,17/09/2020,002.53,008.76,00000235641.00,00000108.85,00000256491.75,0000008.760000,00000246466.93,00000256296.06,-0000000195.69,00000009829.13,000.22,000.22,08/08/2017,FI00
ARCPEN,TRNSNET 10.80%061123,TN23    ,Fixed Interest      ,06/11/2023,004.43,009.42,00000248371.00,00000107.69,00000267460.30,0000009.420000,00000264144.79,00000271126.40,00000003666.10,00000006981.61,000.24,000.23,08/08/2017,FI00
ARCPEN,UMGENI 10.70% 020321,UG21    ,Fixed Interest      ,02/03/2021,002.82,009.08,00000105526.00,00000107.27,00000113198.09,0000009.080000,00000110583.59,00000115533.19,00000002335.10,00000004949.60,000.10,000.10,08/08/2017,FI00
ARCPEN,ABSA 8.80%110926    ,ABS7    ,Fixed Interest      ,11/09/2026,005.82,009.91,00000190245.00,00000090.89,00000172917.42,0000009.910000,00000177692.81,00000184618.77,00000011701.35,00000006925.96,000.16,000.16,08/08/2017,FI00
ARCPEN,CT 11.16% 150325    ,CCT03   ,Fixed Interest      ,15/03/2025,004.89,010.46,00000761582.00,00000105.54,00000803753.18,0000010.460000,00000788617.17,00000822847.08,00000019093.90,00000034229.91,000.72,000.71,08/08/2017,FI00
ARCPEN,CTY JHB 11.455%     ,COJ08   ,Fixed Interest      ,22/06/2026,005.51,010.56,00000251652.00,00000100.30,00000252413.78,0000010.560000,00000264339.86,00000268130.77,00000015716.99,00000003790.91,000.23,000.23,08/08/2017,FI00
ARCPEN,DV29 10.10% 180229  ,DV29    ,Fixed Interest      ,18/02/2029,006.57,011.02,00000456612.00,00000098.65,00000450444.74,0000011.020000,00000429586.28,00000428449.13,-0000021995.61,-0000001137.15,000.37,000.37,08/08/2017,FI00
ARCPEN,EKURULN 10.25%230625,EMM06A  ,Fixed Interest      ,23/06/2025,005.24,010.37,00000368665.63,00000099.45,00000366648.60,0000099.322330,00000366167.29,00000371033.16,00000004384.56,00000004865.87,000.32,000.32,08/08/2017,FI00
ARCPEN,FRSTRND 10.75%101224,FRX24   ,Fixed Interest      ,10/12/2024,005.03,009.20,00000047433.00,00000100.95,00000047883.25,0000009.200000,00000051279.72,00000052117.92,00000004234.67,00000000838.20,000.05,000.05,08/08/2017,FI00
ARCPEN,IDC 9.55% 241124    ,IDCG06  ,Fixed Interest      ,24/11/2024,005.00,010.41,00000362896.00,00000090.34,00000327838.18,0000010.410000,00000347052.51,00000354363.63,00000026525.45,00000007311.12,000.31,000.31,08/08/2017,FI00
ARCPEN,KOMATI 13.50% 311027,KW01    ,Fixed Interest      ,31/10/2027,005.94,008.96,00000000964.00,00000123.84,00000001193.84,0000008.960000,00000001252.53,00000001288.54,00000000094.70,00000000036.01,000.00,000.00,08/08/2017,FI00
ARCPEN,NED 9.440% 120225   ,NBK16A  ,Fixed Interest      ,12/02/2025,005.23,010.26,00000221054.00,00000098.32,00000217335.15,0000010.260000,00000211723.56,00000211552.04,-0000005783.11,-0000000171.52,000.18,000.18,08/08/2017,FI00
ARCPEN,NED 10.36% 010626   ,NBK20A  ,Fixed Interest      ,01/06/2026,005.63,009.96,00000914025.00,00000095.83,00000875909.54,0000009.960000,00000934832.32,00000952733.23,00000076823.69,00000017900.91,000.83,000.82,08/08/2017,FI00
ARCPEN,NED 10.50% 31072026 ,NBK29A  ,Fixed Interest      ,31/07/2026,005.74,010.26,00000786868.00,00000100.00,00000786868.00,0000010.260000,00000797720.96,00000799758.16,00000012890.16,00000002037.20,000.70,000.69,08/08/2017,FI00
ARCPEN,SA ROAD12.25% 301128,NRA028  ,Fixed Interest      ,30/11/2028,006.11,011.06,00000296436.00,00000106.47,00000315608.52,0000011.060000,00000318759.50,00000325723.73,00000010115.21,00000006964.23,000.28,000.28,08/08/2017,FI00
ARCPEN,OM 11.35% 14092025  ,OML10   ,Fixed Interest      ,14/09/2025,004.97,011.46,00000394743.00,00000099.04,00000390955.89,0000011.460000,00000392242.46,00000410409.28,00000019453.39,00000018166.82,000.36,000.35,08/08/2017,FI00
ARCPEN,RWB 10.245% 101228  ,RW28    ,Fixed Interest      ,10/12/2028,006.39,010.92,00000726846.00,00000095.66,00000695296.08,0000010.920000,00000695125.93,00000707366.82,00000012070.74,00000012240.89,000.61,000.61,08/08/2017,FI00
ARCPEN,SBS20 10.05% 150526 ,SBS20B  ,Fixed Interest      ,15/05/2026,005.66,009.67,00000606925.00,00000099.54,00000604112.72,0000102.193910,00000620240.39,00000634612.07,00000030499.35,00000014371.68,000.55,000.55,08/08/2017,FI00
ARCPEN,STD 8.2% 250526     ,SBS3    ,Fixed Interest      ,25/05/2026,005.90,009.84,00000547652.00,00000086.36,00000472944.24,0000009.835000,00000495531.14,00000504881.75,00000031937.51,00000009350.61,000.44,000.44,08/08/2017,FI00
ARCPEN,SDT 9.785% 120627   ,SBS31   ,Fixed Interest      ,12/06/2027,006.13,009.89,00001127282.00,00000097.24,00001096190.56,0000009.890000,00001119609.50,00001137137.38,00000040946.82,00000017527.88,000.99,000.98,08/08/2017,FI00
ARCPEN,STDBANK 10.64%121125,SBS42   ,Fixed Interest      ,12/11/2025,005.39,009.52,00000778221.00,00000099.78,00000776470.39,0000009.515000,00000827138.11,00000847328.35,00000070857.96,00000020190.24,000.74,000.73,08/08/2017,FI00
ARCPEN,TRANSNET 9.5% 190825,TN25    ,Fixed Interest      ,19/08/2025,005.20,010.40,00000419464.00,00000098.28,00000412264.00,0000010.400000,00000399370.08,00000418039.08,00000005775.08,00000018669.00,000.36,000.36,08/08/2017,FI00
ARCPEN,TRNSNET 8.90% 141127,TN27    ,Fixed Interest      ,14/11/2027,006.26,010.55,00000356621.00,00000092.44,00000329658.16,0000010.550000,00000320094.49,00000327659.74,-0000001998.42,00000007565.25,000.28,000.28,08/08/2017,FI00
