Security     ,Long  Name                                                   ,Cat & Subtype ,Stock Exchange ,Currency Code ,Wghtd Ave Maturity ,Maturity Date ,Coupon Rate   ,Next Interest Date ,Exercise Price ,Macaulay Duration ,Interest Frequency ,Market Price     ,Yield to Maturity ,Shares Issued     ,Comments                       ,Days in Year ,Days in Month ,First Payment Date ,Last Payment Date ,Previous Ex Date ,Modified Duration ,Convexity  ,Accrued Interest  ,Days Ex/Due ,Swap Leg ,A ,Parent   ,Valuation Date                                                                                                                           External code 1 External code 2 Location Stock Exchange Total Value (Pfolio)
CIL         ,CONSOLIDATED INFRASTRUCTURE GROUP LIMITED                   ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000015.000000,          ,0000202091069,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
CLH         ,CITY LODGE HOTELS                                           ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000144.900000,          ,0000043572293,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
CLHO EY     ,CLEOPATRA HOSPITAL                                          ,OS00,CAS,EGP,   ,        ,            ,        ,000000.000,000.000000,  ,0000023.150000,          ,0000200000000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
CLN344      ,STD ANGLO AMERICAN SA FINANCE 3MJIBAR+150BPS 20/12/2018     ,FI02,BMA,ZAR,   ,20/12/18,00008.817000,20/09/17,000000.000,000.117808,04,0000100.045980,          ,             ,                              ,2,1,        ,        ,20/06/17,000.115257,000.019608,              ,010, ,Y,        ,08/08/17
CLN362      ,STANDARD BANK CLN ESKOM 10.55% 20/03/2024                   ,FI00,BMA,ZAR,   ,20/03/24,00010.550000,20/09/17,000000.000,004.762026,02,0000009.970000,009.970000,             ,                              ,2,1,        ,        ,20/03/17,004.534141,000.276125,              ,010, ,Y,        ,08/08/17
CLN363A     ,STANDARD BANK ESKOM CLN 3MJIBAR+195.5BPS 20/03/2024         ,FI02,BMA,ZAR,   ,20/03/24,00009.272000,20/09/17,000000.000,000.117808,04,0000100.045237,          ,             ,                              ,2,1,        ,        ,20/06/17,000.115120,000.293723,              ,010, ,Y,        ,08/08/17
CLN366      ,STANDARD BANK ESKOM CLN 3MJIBAR+400BPS 06/08/2023           ,FI02,BMA,ZAR,   ,06/08/23,00011.067000,06/11/17,000000.000,000.246575,04,0000100.003487,          ,             ,                              ,2,1,        ,        ,07/08/17,000.239956,000.236441,              ,010, ,Y,        ,08/08/17
CLN372      ,STANDARD BANK ESKOM CLN 3MJ+293BPS 20/09/2023               ,FI02,BMA,ZAR,   ,20/09/23,00009.147000,20/09/17,000000.000,000.117808,04,0000100.045395,          ,             ,SPREAD CHANGE EFF 041214 J+183,2,1,        ,        ,20/06/17,000.115156,000.260537,              ,010, ,Y,        ,08/08/17
CLNF11      ,NEDBANK SAB MILLER CLN 3M J+141BPS 20/03/2018               ,FI02,BMA,ZAR,   ,20/03/18,00008.727000,20/09/17,000000.000,000.117808,04,0000100.046191,          ,             ,                              ,2,1,        ,        ,20/06/17,000.115293,000.004960,              ,010, ,Y,        ,08/08/17
CLS         ,CLICKS GROUP LIMITED                                        ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000147.140000,          ,0000245967313,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
CML         ,CORONATION FUND MANAGERS LIMITED                            ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000070.380000,          ,0000349799102,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
COH         ,CURRO HOLDINGS LIMITED                                      ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000044.350000,          ,0000410561153,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
COJ04       ,CITY OF JHB 9% 05/06/2018                                   ,FI00,BMA,ZAR,   ,05/06/18,00009.000000,05/12/17,000000.000,000.803216,02,0000008.090000,008.090000,             ,NO GUARANTEE                  ,2,1,        ,        ,05/06/17,000.771907,000.009772,              ,010, ,Y,        ,08/08/17
COJ07       ,CITY OF JHB 10.78% 23/03/2021                               ,FI00,BMA,ZAR,   ,23/03/21,00010.780000,23/09/17,000000.000,002.990891,02,0000009.490000,009.490000,             ,NO GUARANTEE                  ,2,1,        ,        ,23/03/17,002.854339,000.106436,              ,010, ,Y,        ,08/08/17
COJ08       ,CITY OF JOHANNESBURG METROPOLITAN 11.455% 22/06/2026        ,FI00,BMA,ZAR,   ,22/06/26,00011.455000,22/12/17,000000.000,005.796709,02,0000010.560000,010.560000,             ,NO GUARANTEE                  ,2,1,        ,        ,22/06/17,005.505236,000.417198,              ,010, ,Y,        ,08/08/17
COJG01      ,CITY OF JHB METRO 10.18% 09/06/2024                         ,FI00,BMA,ZAR,   ,09/06/24,00010.180000,09/12/17,000000.000,005.024796,02,0000009.860000,009.860000,             ,                              ,2,1,        ,        ,09/06/17,004.788096,000.300050,              ,010, ,Y,        ,08/08/17
COMI EY     ,COMMERCIAL INTERNATIONAL BAN                                ,OS00,CAS,EGP,   ,        ,            ,        ,000000.000,000.000000,  ,0000085.660000,          ,0000900243600,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
COOP KN     ,COOPERATIVE BANK KEN                                        ,OS00,SEN,KES,   ,        ,            ,        ,000000.000,000.000000,  ,0000015.700000,          ,0004889317000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
COT01       ,CITY OF TSHWANE 9.110% 03/04/2023                           ,FI00,BMA,ZAR,   ,03/04/23,00009.110000,03/10/17,000000.000,004.374352,02,0000010.035000,010.035000,             ,NO GUARANTEE                  ,2,1,        ,        ,03/04/17,004.164810,000.224934,              ,010, ,Y,        ,08/08/17
CPI         ,CAPITEC                                                     ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000860.000000,          ,0000115626991,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
CRDB TZ     ,CRDB BANK PLC                                               ,OS00,SET,TZS,   ,        ,            ,        ,000000.000,000.000000,  ,0000200.000000,          ,0002611800000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
CSB         ,CASHBUILD                                                   ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000376.450000,          ,0000024989811,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
CTA         ,CAPITAL APPRECIATION LIMITED                                ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000000.790000,          ,0001555000000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
DCP         ,DIS-CHEM PHARMACIES LTD                                     ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000029.580000,          ,0000860084483,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
DFAFA20D    ,DARK FIBRE AFRICA 3MJ+4.5% 11/06/2020                       ,FI02,OTC,ZAR,   ,11/06/20,00011.817000,15/09/17,000000.000,000.104110,04,0000102.923830,          ,             ,                              ,2,1,        ,        ,15/06/17,000.101397,000.067968,              ,   , ,Y,        ,08/08/17
DFAFA21G    ,DARK FIBRE AFRICA FACILITY G JB3MTH+350BPS 15/06/2021       ,FI02,OTC,ZAR,   ,15/06/21,00010.817000,15/09/17,000000.000,000.104110,04,0000099.462670,          ,             ,FIRST PERIOD 1MJIBAR+350BPS   ,2,1,        ,        ,15/06/17,000.101304,000.114542,              ,   , ,Y,        ,08/08/17
DFAFA22H    ,DARK FIBRE AFRICA FACILITY H JB3MTH+387.5BPS 15/06/2022     ,FI02,OTC,ZAR,   ,15/06/22,00011.192000,15/09/17,000000.000,000.104110,04,0000099.825220,          ,             ,INITIAL INTEREST IS JB1M+387.5,2,1,        ,        ,15/06/17,000.101242,000.165616,              ,   , ,Y,        ,08/08/17
DFAFAC8B    ,DARK FIBRE AFRICA 3MJIBAR+3.875% 11/06/2018                 ,FI02,OTC,ZAR,   ,11/06/18,00011.192000,15/09/17,000000.000,000.104110,04,0000102.595230,          ,             ,                              ,2,1,        ,        ,15/06/17,000.102048,000.008526,              ,   , ,Y,        ,08/08/17
DFAFAC9C    ,DARK FIBRE AFRICA 3MJIBAR + 4.25% 11/06/2019                ,FI02,OTC,ZAR,   ,11/06/19,00011.567000,15/09/17,000000.000,000.104110,04,0000103.375520,          ,             ,                              ,2,1,        ,        ,15/06/17,000.101661,000.032501,              ,   , ,Y,        ,08/08/17
DIB         ,DIPULA INCOME FUND B                                        ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000010.000000,          ,0000218490954,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
DJGTEEX     ,ISHARES DOW JONES GLOBAL TITANS 50 DE                       ,OS03,FSE,EUR,   ,        ,            ,        ,000000.000,000.000000,  ,0000031.490000,          ,0000007050000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
DLT         ,DELTA PROPERTY FUND                                         ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000007.500000,          ,0000710632182,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
DST         ,DISTELL GROUP LIMITED                                       ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000148.220000,          ,0000222382356,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
DSY         ,DISCOVERY HOLDINGS LIMITED                                  ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000144.800000,          ,0000646844992,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
DTOPU7      ,SEPT16 DTOP FUTURE 21/09/17                                 ,FU10,SFX,ZAR,   ,21/09/17,            ,        ,000000.059,000.000000,  ,0011158.000000,          ,             ,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
DV2021      ,DEVELOPMENT BANK OF SA 9.03% 18/06/2021                     ,FI00,BMA,ZAR,   ,18/06/21,00009.030000,18/12/17,000000.000,003.306556,02,0000009.050000,009.050000,             ,                              ,2,1,        ,        ,18/06/17,003.163036,000.125333,              ,010, ,Y,        ,08/08/17
DV22        ,DEV BANK 9.45% 15/06/2020                                   ,FI00,BMA,ZAR,   ,07/02/20,00009.450000,07/02/18,000000.000,002.287319,02,0000008.540000,008.540000,             ,UNSECURED/RSA SHARE HOLD      ,2,1,        ,        ,07/08/17,002.192912,000.061053,              ,010, ,Y,        ,08/08/17
DV23        ,DEV BANK 10.00% 27/02/2023                                  ,FI00,BMA,ZAR,   ,27/02/23,00010.000000,27/08/17,000000.000,004.232267,02,0000009.450000,009.450000,             ,UNSECURED/RSA SHARE HOLD      ,2,1,        ,        ,27/02/17,004.042814,000.214254,              ,010, ,Y,        ,08/08/17
DV24        ,DEVELOPMENT BANK OF SA 9.69% 18/02/2024                     ,FI00,BMA,ZAR,   ,18/02/24,00009.690000,18/08/17,000000.000,004.783777,02,0000009.570000,009.570000,             ,                              ,2,1,        ,        ,18/02/17,004.567040,000.290110,              ,010, ,Y,        ,08/08/17
DV29        ,DEVELOPMENT BANK OF SA 10.10% 18/02/2029                    ,FI00,BMA,ZAR,   ,18/02/29,00010.100000,18/08/17,000000.000,006.605278,02,0000011.020000,011.020000,             ,                              ,2,1,        ,        ,18/02/17,006.263022,000.611476,              ,010, ,Y,        ,08/08/17
DVF19       ,DEVELOPMENT BANK OF SA 3MONTH JIBAR+150BPS 31/05/2019       ,FI02,BMA,ZAR,   ,31/05/19,00008.833000,31/08/17,000000.000,000.063014,04,0000100.649840,          ,             ,                              ,2,1,        ,        ,31/05/17,000.061701,000.032237,              ,010, ,Y,        ,08/08/17
E170        ,ESKOM 13.5% 01 AUG 2020                                     ,FI00,BMA,ZAR,   ,01/08/20,00013.500000,01/02/18,000000.000,002.577027,02,0000008.220000,008.220000,             ,NO GUARANTEE                  ,2,1,        ,        ,01/08/17,002.474490,000.078534,              ,010, ,Y,        ,08/08/17
EABL KN     ,EAST AFRICAN BREWERIES LTD (TICKER CHANGE FROM KNBL KN)     ,OS00,SEN,KES,   ,        ,            ,        ,000000.000,000.000000,  ,0000266.000000,          ,0000790774400,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
EEM US      ,ISHARES MSCI EMERGING MARKET                                ,OS03,NYS,USD,   ,        ,            ,        ,000000.000,000.000000,  ,0000044.260000,          ,0000743900000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
EFID EY     ,EDITA FOOD INDUSTRIES SAE                                   ,OS00,CAS,EGP,   ,        ,            ,        ,000000.000,000.000000,  ,0000016.500000,          ,0000362700000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
EJ920857    ,TRANSNET SOC LIMITED 9.50% 13/05/2021                       ,FI00,LSE,ZAR,   ,13/05/21,00009.500000,13/11/17,000000.000,003.175976,02,0000097.894000,          ,             ,SENIOR UNSECURED FIXED RATE NT,1,3,        ,        ,13/05/17,003.022179,000.116280,              ,   , ,Y,        ,08/08/17
EK858941    ,FIRSTRAND BANK 4.25% 30/04/2020                             ,FI00,LSE,USD,   ,30/04/20,00004.250000,30/10/17,000000.000,002.578600,02,0000102.703000,          ,             ,                              ,1,3,        ,        ,30/04/17,002.537922,000.079352,              ,   , ,Y,        ,08/08/17
EK96457A    ,NEWLOOK FINANCE LTD CALLABLE BOND 6.50% 24/06/2018          ,FI00,LXE,GBP,   ,24/06/18,00006.500000,15/11/17,000000.000,000.851568,02,0000064.796000,          ,             ,FM 010722                     ,1,3,        ,        ,15/05/17,000.709640,000.006589,              ,   , ,Y,        ,08/08/17
EMM06A      ,EKURULNI METROPOLITAN MUNICIPALITY 10.25% 23/06/2025        ,FI00,BMA,ZAR,   ,23/06/25,00010.250000,23/12/17,000000.000,005.512266,02,0000099.322330,          ,             ,                              ,2,1,        ,        ,23/06/17,005.239767,000.366125,              ,009, ,Y,        ,08/08/17
EOH         ,ENTERPRISE OUTSOURCING                                      ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000102.800000,          ,0000150095467,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
EPE         ,EPE CAPITAL PARTNERS LTD                                    ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000008.600000,          ,0000187500000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
